song_id,song_name,popularity,duration,track_number,song_url
38yM3PwNtTSsb8UqEgqaUl,Kami Belum Tentu,64,3.8885,1,https://open.spotify.com/track/38yM3PwNtTSsb8UqEgqaUl
1OGXIoBfCR3vQSgcMY9Or4,Berita Kehilangan,63,4.330866666666667,1,https://open.spotify.com/track/1OGXIoBfCR3vQSgcMY9Or4
2WXXgjU6foIi4FBIPDMf9t,"o,Tuan",62,5.0978,6,https://open.spotify.com/track/2WXXgjU6foIi4FBIPDMf9t
1LDYaddflYM0ht2DnSLS4s,Arteri,59,4.504033333333333,4,https://open.spotify.com/track/1LDYaddflYM0ht2DnSLS4s
7ywPDpN6mmGK8bqTH1Bgxf,Gelora,58,3.052233333333333,1,https://open.spotify.com/track/7ywPDpN6mmGK8bqTH1Bgxf
5vyvUHRYcvFx6aINr6xDpr,Tarian Penghancur Raya,57,4.0,1,https://open.spotify.com/track/5vyvUHRYcvFx6aINr6xDpr
3Li1q9Z1AyDQbpadhERTPU,Gugatan Rakyat Semesta,55,4.43585,5,https://open.spotify.com/track/3Li1q9Z1AyDQbpadhERTPU
5H4MSA6eIr6x1iBTn1vpMG,Semenjak Ada Dirimu,73,3.7826,1,https://open.spotify.com/track/5H4MSA6eIr6x1iBTn1vpMG
4p5UcsOpnSYwqYnThBpDjD,Mata Ke Hati (Acoustic Version),72,3.4048833333333333,10,https://open.spotify.com/track/4p5UcsOpnSYwqYnThBpDjD
3O9OibrJm0vSYxZjz3Pooe,Remaja,71,3.640433333333333,6,https://open.spotify.com/track/3O9OibrJm0vSYxZjz3Pooe
1uF0XYWWeoWEWipY855GxT,Siapkah Kau 'Tuk Jatuh Cinta Lagi,68,4.666633333333333,1,https://open.spotify.com/track/1uF0XYWWeoWEWipY855GxT
3ZwqWrRpylU9nfy99qwKdR,Pelangi,68,3.6271,7,https://open.spotify.com/track/3ZwqWrRpylU9nfy99qwKdR
6B3klWr5zdlEUdqFm89Czb,Satu-Satunya,66,4.928333333333334,2,https://open.spotify.com/track/6B3klWr5zdlEUdqFm89Czb
1Q9Jzgs6X0EtNtfq1lOqgH,Indahnya Dirimu,62,4.9171,3,https://open.spotify.com/track/1Q9Jzgs6X0EtNtfq1lOqgH
3x3rREiGYpZFooxt9OZMAy,Kereta Kencan,61,4.296,8,https://open.spotify.com/track/3x3rREiGYpZFooxt9OZMAy
3Mg26UNAwypiZvlZRDGCLP,Gadis Sampul,60,3.6957666666666666,4,https://open.spotify.com/track/3Mg26UNAwypiZvlZRDGCLP
1Ml2eaYgtXPdklPnZeVqqv,Mata Ke Hati,59,3.990883333333333,7,https://open.spotify.com/track/1Ml2eaYgtXPdklPnZeVqqv
1MdjZzEInrmDBXf8zs0nKS,Dan...,70,4.811766666666666,6,https://open.spotify.com/track/1MdjZzEInrmDBXf8zs0nKS
1BaGfrlIWinaF77p7QASBH,Seberapa Pantas,68,4.02155,3,https://open.spotify.com/track/1BaGfrlIWinaF77p7QASBH
1nfOP7xNHeFSPOlziXswJc,Hari Bersamanya,67,3.878433333333333,5,https://open.spotify.com/track/1nfOP7xNHeFSPOlziXswJc
0HiNUFD2ovdPC2p5tbnzCG,Kita,65,4.6111,2,https://open.spotify.com/track/0HiNUFD2ovdPC2p5tbnzCG
5gkTGkjFB5wAd3mSBEcQPY,Sephia,65,4.925333333333334,3,https://open.spotify.com/track/5gkTGkjFB5wAd3mSBEcQPY
4NmiNWf3mFp078EFfvvgnr,Sebuah Kisah Klasik,63,4.03955,5,https://open.spotify.com/track/4NmiNWf3mFp078EFfvvgnr
